FUNC_BEGIN_1: event_handler 118; <Thread ID:140229832783936>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 14390 @Ln,Col: 1171,14 Scope: complete_nread_ascii; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 14400 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14400; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14400; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd6 Size: 1 ID: 14407 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14407; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14407; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 14413 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14413; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14413; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 14424 @Ln,Col: 1172,41 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14424; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14424; <Thread ID:140229730092800>
DEP: SrcID: 14413 DestID: 14424; <Thread ID:140229730092800>
FUNC_BEGIN_1: drive_machine 122; <Thread ID:140229755270912>
FUNC_BEGIN_1: try_read_network 89; <Thread ID:140229755270912>
FUNC_END: try_read_network 89; <Thread ID:140229755270912>
FUNC_BEGIN_1: conn_set_state 498; <Thread ID:140229755270912>
FUNC_END: conn_set_state 498; <Thread ID:140229755270912>
FUNC_BEGIN_1: try_read_command 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: do_store_item 72; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 1608 @Ln,Col: 2844,17 Scope: do_store_item; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 1622 @Ln,Col: 2845,41 Scope: do_store_item; <Thread ID:140229730092800>
DEP: SrcID: 1608 DestID: 1622; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_get 73; <Thread ID:140229730092800>
FUNC_END: do_item_get 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_link 72; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 1710 @Ln,Col: 515,9 Scope: do_item_link; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 1797 @Ln,Col: 526,9 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1710 DestID: 1797; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bd7 Size: 1 ID: 1805 @Ln,Col: 526,9 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1710 DestID: 1805; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bc8 Size: 4 ID: 1809 @Ln,Col: 527,18 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1710 DestID: 1809; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 1814 @Ln,Col: 533,31 Scope: do_item_link; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd6 Size: 1 ID: 1820 @Ln,Col: 533,31 Scope: do_item_link; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 1825 @Ln,Col: 533,31 Scope: do_item_link; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 1830 @Ln,Col: 533,31 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1608 DestID: 1830; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 1851 @Ln,Col: 539,5 Scope: do_item_link; <Thread ID:140229730092800>
FUNC_BEGIN_1: get_cas_id 72; <Thread ID:140229730092800>
FUNC_END: get_cas_id 72; <Thread ID:140229730092800>
Store: 0x7f89c4bf6be0 Size: 8 ID: 1871 @Ln,Col: 539,5 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1814 DestID: 1871; <Thread ID:140229730092800>
DEP: SrcID: 1820 DestID: 1871; <Thread ID:140229730092800>
DEP: SrcID: 1825 DestID: 1871; <Thread ID:140229730092800>
DEP: SrcID: 1830 DestID: 1871; <Thread ID:140229730092800>
DEP: SrcID: 1851 DestID: 1871; <Thread ID:140229730092800>
FUNC_BEGIN_1: item_link_q 143; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 1593 @Ln,Col: 442,39 Scope: item_link_q; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_link_q 143; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 2393 @Ln,Col: 418,23 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 2399 @Ln,Col: 419,23 Scope: do_item_link_q; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bb8 Size: 8 ID: 2405 @Ln,Col: 422,14 Scope: do_item_link_q; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bb0 Size: 8 ID: 2410 @Ln,Col: 423,14 Scope: do_item_link_q; <Thread ID:140229730092800>
DEP: SrcID: 2405 DestID: 2410; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bb0 Size: 8 ID: 2413 @Ln,Col: 424,13 Scope: do_item_link_q; <Thread ID:140229730092800>
DEP: SrcID: 2410 DestID: 2413; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 2436 @Ln,Col: 427,15 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 2444 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd6 Size: 1 ID: 2450 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 2455 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 2460 @Ln,Col: 435,37 Scope: do_item_link_q; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 2471 @Ln,Col: 435,21 Scope: do_item_link_q; <Thread ID:140229730092800>
DEP: SrcID: 2460 DestID: 2471; <Thread ID:140229730092800>
FUNC_END: do_item_link_q 143; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd8 Size: 1 ID: 1601 @Ln,Col: 444,41 Scope: item_link_q; <Thread ID:140229730092800>
FUNC_END: item_link_q 143; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 1880 @Ln,Col: 542,5 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1871 DestID: 1880; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 1882 @Ln,Col: 542,5 Scope: do_item_link; <Thread ID:140229730092800>
DEP: SrcID: 1871 DestID: 1882; <Thread ID:140229730092800>
FUNC_BEGIN_1: item_stats_sizes_add 72; <Thread ID:140229730092800>
FUNC_END: item_stats_sizes_add 72; <Thread ID:140229730092800>
FUNC_END: do_item_link 72; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 2019 @Ln,Col: 2950,22 Scope: do_store_item; <Thread ID:140229730092800>
Load: 0x7f89c4bf6be0 Size: 8 ID: 2028 @Ln,Col: 2950,22 Scope: do_store_item; <Thread ID:140229730092800>
DEP: SrcID: 2019 DestID: 2028; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 2059 @Ln,Col: 2962,18 Scope: do_store_item; <Thread ID:140229730092800>
Load: 0x7f89c4bf6be0 Size: 8 ID: 2068 @Ln,Col: 2962,18 Scope: do_store_item; <Thread ID:140229730092800>
DEP: SrcID: 2059 DestID: 2068; <Thread ID:140229730092800>
FUNC_END: do_store_item 72; <Thread ID:140229730092800>
FUNC_BEGIN_1: out_string 72; <Thread ID:140229730092800>
FUNC_BEGIN_1: add_msghdr 145; <Thread ID:140229730092800>
FUNC_END: add_msghdr 145; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 499; <Thread ID:140229730092800>
FUNC_END: conn_set_state 499; <Thread ID:140229730092800>
FUNC_END: out_string 72; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_remove 866; <Thread ID:140229730092800>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 2108 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229730092800>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 2110 @Ln,Col: 592,9 Scope: do_item_remove; <Thread ID:140229730092800>
FUNC_END: do_item_remove 866; <Thread ID:140229730092800>
FUNC_END: complete_nread_ascii 72; <Thread ID:140229730092800>
FUNC_END: complete_nread 72; <Thread ID:140229730092800>
FUNC_BEGIN_1: add_iov 77; <Thread ID:140229730092800>
FUNC_BEGIN_1: ensure_iov_space 77; <Thread ID:140229730092800>
FUNC_END: ensure_iov_space 77; <Thread ID:140229730092800>
FUNC_END: add_iov 77; <Thread ID:140229730092800>
FUNC_BEGIN_1: process_command 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: transmit 145; <Thread ID:140229730092800>
FUNC_END: transmit 145; <Thread ID:140229730092800>
FUNC_BEGIN_1: transmit 146; <Thread ID:140229730092800>
FUNC_END: transmit 146; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 500; <Thread ID:140229730092800>
FUNC_END: conn_set_state 500; <Thread ID:140229730092800>
FUNC_BEGIN_1: reset_cmd_handler 90; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_shrink 90; <Thread ID:140229730092800>
FUNC_END: conn_shrink 90; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 501; <Thread ID:140229730092800>
FUNC_END: conn_set_state 501; <Thread ID:140229730092800>
FUNC_END: reset_cmd_handler 90; <Thread ID:140229730092800>
FUNC_BEGIN_1: update_event 90; <Thread ID:140229730092800>
FUNC_END: update_event 90; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 502; <Thread ID:140229730092800>
FUNC_END: conn_set_state 502; <Thread ID:140229730092800>
FUNC_END: drive_machine 122; <Thread ID:140229730092800>
FUNC_END: event_handler 122; <Thread ID:140229730092800>
FUNC_BEGIN_1: event_handler 123; <Thread ID:140229730092800>
FUNC_BEGIN_1: drive_machine 123; <Thread ID:140229730092800>
FUNC_BEGIN_1: add_msghdr 146; <Thread ID:140229755270912>
FUNC_END: add_msghdr 146; <Thread ID:140229755270912>
FUNC_BEGIN_1: try_read_network 90; <Thread ID:140229730092800>
FUNC_END: try_read_network 90; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 503; <Thread ID:140229730092800>
FUNC_END: conn_set_state 503; <Thread ID:140229730092800>
FUNC_BEGIN_1: try_read_command 74; <Thread ID:140229730092800>
FUNC_BEGIN_1: tokenize_command 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: process_command 74; <Thread ID:140229730092800>
FUNC_END: tokenize_command 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: add_msghdr 147; <Thread ID:140229730092800>
FUNC_END: add_msghdr 147; <Thread ID:140229730092800>
FUNC_BEGIN_1: tokenize_command 75; <Thread ID:140229730092800>
FUNC_END: tokenize_command 75; <Thread ID:140229730092800>
FUNC_BEGIN_1: process_update_command 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: set_noreply_maybe 73; <Thread ID:140229730092800>
FUNC_END: set_noreply_maybe 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: realtime 73; <Thread ID:140229730092800>
FUNC_END: realtime 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_alloc 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: item_make_header 73; <Thread ID:140229730092800>
FUNC_END: item_make_header 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: slabs_clsid 73; <Thread ID:140229730092800>
FUNC_END: slabs_clsid 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_alloc_pull 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: slabs_alloc 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_slabs_alloc 73; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c10 Size: 8 ID: 1342 @Ln,Col: 413,24 Scope: do_slabs_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1341 DestID: 1342; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c10 Size: 8 ID: 1349 @Ln,Col: 414,17 Scope: do_slabs_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1063 DestID: 1349; <Thread ID:140229730092800>
DEP: SrcID: 1068 DestID: 1349; <Thread ID:140229730092800>
DEP: SrcID: 1209 DestID: 1349; <Thread ID:140229730092800>
DEP: SrcID: 1346 DestID: 1349; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c10 Size: 8 ID: 1354 @Ln,Col: 414,27 Scope: do_slabs_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1342 DestID: 1354; <Thread ID:140229730092800>
DEP: SrcID: 1346 DestID: 1354; <Thread ID:140229730092800>
DEP: SrcID: 1347 DestID: 1354; <Thread ID:140229730092800>
DEP: SrcID: 1349 DestID: 1354; <Thread ID:140229730092800>
DEP: SrcID: 1353 DestID: 1354; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c78 Size: 8 ID: 1356 @Ln,Col: 414,38 Scope: do_slabs_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1063 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1068 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1209 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1342 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1346 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1347 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1349 DestID: 1356; <Thread ID:140229730092800>
DEP: SrcID: 1354 DestID: 1356; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c34 Size: 2 ID: 1364 @Ln,Col: 418,22 Scope: do_slabs_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1063 DestID: 1364; <Thread ID:140229730092800>
DEP: SrcID: 1068 DestID: 1364; <Thread ID:140229730092800>
DEP: SrcID: 1209 DestID: 1364; <Thread ID:140229730092800>
FUNC_END: do_slabs_alloc 73; <Thread ID:140229730092800>
FUNC_END: slabs_alloc 73; <Thread ID:140229730092800>
FUNC_END: do_item_alloc_pull 73; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c18 Size: 8 ID: 1108 @Ln,Col: 327,25 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1107 DestID: 1108; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c10 Size: 8 ID: 1111 @Ln,Col: 327,14 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1108 DestID: 1111; <Thread ID:140229730092800>
DEP: SrcID: 1110 DestID: 1111; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c38 Size: 1 ID: 1140 @Ln,Col: 341,21 Scope: do_item_alloc; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 1148 @Ln,Col: 344,5 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1140 DestID: 1148; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c37 Size: 1 ID: 1162 @Ln,Col: 344,5 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1161 DestID: 1162; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c39 Size: 1 ID: 1167 @Ln,Col: 345,14 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1162 DestID: 1167; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c30 Size: 4 ID: 1171 @Ln,Col: 346,16 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1073 DestID: 1171; <Thread ID:140229730092800>
DEP: SrcID: 1167 DestID: 1171; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 1177 @Ln,Col: 347,12 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1171 DestID: 1177; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c2c Size: 4 ID: 1192 @Ln,Col: 348,17 Scope: do_item_alloc; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c36 Size: 1 ID: 1254 @Ln,Col: 354,17 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1241 DestID: 1254; <Thread ID:140229730092800>
DEP: SrcID: 1242 DestID: 1254; <Thread ID:140229730092800>
DEP: SrcID: 1246 DestID: 1254; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 1257 @Ln,Col: 357,9 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1254 DestID: 1257; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c20 Size: 8 ID: 1338 @Ln,Col: 372,16 Scope: do_item_alloc; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 1341 @Ln,Col: 374,9 Scope: do_item_alloc; <Thread ID:140229730092800>
DEP: SrcID: 1338 DestID: 1341; <Thread ID:140229730092800>
FUNC_END: do_item_alloc 73; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 11184 @Ln,Col: 4113,5 Scope: process_update_command; <Thread ID:140229730092800>
Store: 0x7f89c4bf6c40 Size: 8 ID: 11198 @Ln,Col: 4113,5 Scope: process_update_command; <Thread ID:140229730092800>
DEP: SrcID: 11184 DestID: 11198; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c39 Size: 1 ID: 11210 @Ln,Col: 4116,16 Scope: process_update_command; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c36 Size: 1 ID: 11217 @Ln,Col: 4116,16 Scope: process_update_command; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 11223 @Ln,Col: 4116,16 Scope: process_update_command; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c30 Size: 4 ID: 11237 @Ln,Col: 4117,22 Scope: process_update_command; <Thread ID:140229730092800>
FUNC_BEGIN_1: conn_set_state 504; <Thread ID:140229730092800>
FUNC_END: conn_set_state 504; <Thread ID:140229730092800>
FUNC_END: process_update_command 73; <Thread ID:140229730092800>
FUNC_END: process_command 74; <Thread ID:140229730092800>
FUNC_END: try_read_command 74; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 388 @Ln,Col: 5581,49 Scope: drive_machine; <Thread ID:140229730092800>
DEP: SrcID: 119 DestID: 388; <Thread ID:140229730092800>
DEP: SrcID: 167 DestID: 388; <Thread ID:140229730092800>
DEP: SrcID: 376 DestID: 388; <Thread ID:140229730092800>
DEP: SrcID: 378 DestID: 388; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 404 @Ln,Col: 5583,65 Scope: drive_machine; <Thread ID:140229730092800>
DEP: SrcID: 378 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 388 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 395 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 396 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 398 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 399 DestID: 404; <Thread ID:140229730092800>
DEP: SrcID: 411 DestID: 404; <Thread ID:140229730092800>
FUNC_BEGIN_1: complete_nread 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: process_update_command 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: set_noreply_maybe 74; <Thread ID:140229755270912>
FUNC_END: set_noreply_maybe 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: lru_maintainer_juggle 5348575; <Thread ID:140229704914688>
FUNC_BEGIN_1: complete_nread_ascii 73; <Thread ID:140229730092800>
FUNC_BEGIN_1: slabs_available_chunks 5348575; <Thread ID:140229704914688>
FUNC_END: slabs_available_chunks 5348575; <Thread ID:140229704914688>
Load: 0x7f89c4bf6c38 Size: 1 ID: 14373 @Ln,Col: 1168,33 Scope: complete_nread_ascii; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 14390 @Ln,Col: 1171,14 Scope: complete_nread_ascii; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c39 Size: 1 ID: 14400 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14400; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14400; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c36 Size: 1 ID: 14407 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14407; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14407; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 14413 @Ln,Col: 1172,21 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14413; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14413; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c30 Size: 4 ID: 14424 @Ln,Col: 1172,41 Scope: complete_nread_ascii; <Thread ID:140229730092800>
DEP: SrcID: 14373 DestID: 14424; <Thread ID:140229730092800>
DEP: SrcID: 14390 DestID: 14424; <Thread ID:140229730092800>
DEP: SrcID: 14413 DestID: 14424; <Thread ID:140229730092800>
FUNC_BEGIN_1: realtime 74; <Thread ID:140229755270912>
FUNC_END: realtime 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: do_store_item 73; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c37 Size: 1 ID: 1608 @Ln,Col: 2844,17 Scope: do_store_item; <Thread ID:140229730092800>
Load: 0x7f89c4bf6c39 Size: 1 ID: 1622 @Ln,Col: 2845,41 Scope: do_store_item; <Thread ID:140229730092800>
DEP: SrcID: 1608 DestID: 1622; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_alloc 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: item_make_header 74; <Thread ID:140229755270912>
FUNC_END: item_make_header 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: slabs_clsid 74; <Thread ID:140229755270912>
FUNC_END: slabs_clsid 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: do_item_get 74; <Thread ID:140229730092800>
FUNC_BEGIN_1: do_item_alloc_pull 74; <Thread ID:140229755270912>
FUNC_BEGIN_1: slabs_alloc 74; <Thread ID:140229755270912>
FUNC_END: do_item_get 74; <Thread ID:140229730092800>
FUNC_BEGIN_1: lru_pull_tail 16045922; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bb8 Size: 8 ID: 310 @Ln,Col: 1161,27 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 310; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd0 Size: 4 ID: 314 @Ln,Col: 1162,21 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 314; <Thread ID:140229704914688>
DEP: SrcID: 298 DestID: 314; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 353 @Ln,Col: 1171,28 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 353; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 353; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd9 Size: 1 ID: 364 @Ln,Col: 1171,54 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 310 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 314 DestID: 364; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 364; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd4 Size: 2 ID: 376 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 376; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 376; <Thread ID:140229704914688>
Store: 0x7f89c4bf6bd4 Size: 2 ID: 378 @Ln,Col: 1177,13 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 119 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 167 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 353 DestID: 378; <Thread ID:140229704914688>
DEP: SrcID: 364 DestID: 378; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 419 @Ln,Col: 1196,22 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 376 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 382 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 389 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 395 DestID: 419; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 419; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bcc Size: 4 ID: 424 @Ln,Col: 1196,46 Scope: lru_pull_tail; <Thread ID:140229704914688>
DEP: SrcID: 378 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 404 DestID: 424; <Thread ID:140229704914688>
DEP: SrcID: 419 DestID: 424; <Thread ID:140229704914688>
FUNC_BEGIN_1: item_is_flushed 671; <Thread ID:140229704914688>
Load: 0x7f89c4bf6bd7 Size: 1 ID: 87 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
Load: 0x7f89c4bf6be0 Size: 8 ID: 96 @Ln,Col: 131,20 Scope: item_is_flushed; <Thread ID:140229704914688>
